9c-fft	http://52.231.74.24:31235/graphql
9c-testnet	http://9c-testnet.planetarium.dev:31235/graphql/
9c-testnet-mm	http://13.76.81.220:31236/graphql
9c-prealpha	http://40.82.155.78:31235/graphql/
9c-retry	http://a1a726564173211eabd2d0a6b9e292ec-951096584.ap-northeast-2.elb.amazonaws.com:31235/graphql/
localhost	http://localhost:5000/graphql/
